gazetteer_name,gaode_map_item,place_type,match_status,visual_priority,occurrence_count,in_curated_checklist,primary_year,earliest_year,latest_year,year_list,year_count,time_type,year_source,time_anchor_note,lon,lat,coord_source,coord_status,coord_crs,coord_note,gaode_check_action,first_context,time_context,notes
两座石塔,两座石塔,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,宝带桥恢复了唐代初建时的原貌。另外，桥堍南北两端各置一对石狮子，迎送过往的客人。桥北与桥中还建有两座石塔。这些附属物为宝带桥增添了姿色，远看真像飘动在绿色原野上的玉带，把美丽的江南水乡点缀得更为绚丽。,,
两条断头浜,两条断头浜,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,境域西北、与下田村隔河相望，南接下田村南港河，西为下塔村，北临蝴蝶浜。中华人民共和国成立前当地有两条断头浜，一条从南港往北，长200米，另一条在竹桥头南边往西，长100米。因村地势低洼，一旦大雨水涝，村,,
两湖,两湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,寺，玩月无如宝带桥。转盻中秋佳节近，应添歌吹闹终宵。过宝带桥［清］苏轮一道长虹卧碧流，平桥分作两湖秋。怪他宝带无情甚，不系郎腰系妾愁。87眼见夫差又六朝，旧时遗迹总萧条。谁知五十三桥月，一,,
中街路,中街路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,了游行示威，从体育场出发，经松鹤板场（今干将东路）、临顿路、观前街、护龙街（今人民路）、东中市、中街路、养育巷告终，市民驻足而看，民气极为昂扬。为了答谢苏州人民对北伐军的热爱和支持，严重师长特地在阊,,
中运河,中运河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,千米，是世界上开凿时间最早、长度最长的一条人工河道。京杭大运河由通惠河、北运河、南运河、鲁运河、中运河、里运河、江南运河七段组成。苏州古运河属于江南运河的重要组成部分，沿途留有苏州古城墙遗址、盘门、,,
串月看长桥,串月看长桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,泥船小无遮阑，老农举首识旧官。正忧年丰尔难免，隔窗已见催租瘢。忆江南·苏州好[清]沈储初苏州好，串月看长桥。桥影重重湖面阔，月光片片桂轮高。此夜爱吹箫。八月十八日楞伽山看串月[清]宋崧昔人所见更奇绝，,,
临顿路,临顿路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,件现作为革命文物珍藏于苏州博物馆）。会后举行了游行示威，从体育场出发，经松鹤板场（今干将东路）、临顿路、观前街、护龙街（今人民路）、东中市、中街路、养育巷告终，市民驻足而看，民气极为昂扬。为了答谢苏,,
举足有河,举足有河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,化（节选）冀岗邹志尖吴中大地，湖荡棋布，河港纵横，素有“水乡泽国”之称。开门见水，非舟莫渡；举足有河，非桥莫过，于是古人写下了“君到姑苏见，人家尽枕河；古宫闲地少，水港小桥多”（唐杜荀鹤）的诗篇。,,
乙未亭,乙未亭,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,乎词。荡兰桡，湾环宛转长桥。剩西风，湖光万顷，参差吹出琼箫。疏烟抹、黛螺丫髻，冷云罥，莺脰舒翘。乙未亭边，松陵路畔，远山隐约画眉娇。长堤上，柳丝堪折，离思一条条。更休说，宾鸿尚未，去燕难招。忆当年，,,
书本以一二年级小学,书本以一二年级小学,education,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,240班应运而生。1963年7月—1968年12月，境内以自然村、生产队举办半耕半读学校。书本以一二年级小学课本为主，年龄在9—12岁儿童，稍有文化的社员担任教员，他们边劳动边教书。时间是每天中饭后12时,,
五十三个桥,五十三个桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,很多，人们相聚这里，手持着闪闪的灯火，虽然天上布满云朵，但那地上的星火之情却越燃越炽。一座桥拥有五十三个桥孔，经过千年风雨却依旧存在，这是一个民族的骄傲！宝带桥，我心中的桥。录自2007年12月百花文艺,,
五十三桥,五十三桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，平桥分作两湖秋。怪他宝带无情甚，不系郎腰系妾愁。87眼见夫差又六朝，旧时遗迹总萧条。谁知五十三桥月，一倍扬州廿四桥。宝带桥晚泊［清］吴锡麒长虹影里唤停篙，万顷琉璃蹙浪高。渔父浩歌天欲暮，太湖轰,,
人家尽枕河,人家尽枕河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,纵横，素有“水乡泽国”之称。开门见水，非舟莫渡；举足有河，非桥莫过，于是古人写下了“君到姑苏见，人家尽枕河；古宫闲地少，水港小桥多”（唐杜荀鹤）的诗篇。小桥、流水、人家，便是吴地给人最深的印象。数千年来,,
人民路上饮马桥,人民路上饮马桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,好来好去爱河桥。古城苏州风光好，东南西北都有桥。中市街旁有皋桥，网师园里一步桥。观前街东醋坊桥，人民路上饮马桥。拙政园里九曲桥，环城河上渡僧桥。古城苏州风光好，东南西北都有桥。澹台湖上景观桥，连环桥洞宝带桥,,
人生之路,人生之路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,孔德之容，惟道是从。’作为上进之人，应循理而求道，落其华而求其实。顺应大道，提升自我，完善自我。人生之路漫漫，德之修行没终点！”搜集整理：瑞照十、张大纯辑书澹台湖古代，澹台湖常有名人结庐而居。这不，清,,
什么桥,什么桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,次，其中有一次还是林则徐主持维修的。今天的宝带桥基础是明朝，称其为明桥应该是不错的。再说故事。为什么桥名为“宝带”？相传在唐朝时，那一带水流湍急，老百姓摆渡经常出事，众议要造座桥，但资金不足，时任苏,,
什么站,什么站,transport,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,明讲学的村口，正欲拔步进去，见一个年轻的后生手托一只土碗恭立一旁，感到奇怪，问道：“年轻人，你为什么站在这里，不进村去呢？”年轻人浓眉大眼，鼻正口方，相貌堂堂。他见一位长者问自己，施了个礼，回答说：,,
今之桥,今之桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,55米，拱券顶部距桥面为0.5米。在北起第27、第28孔间，两孔拱脚宽为1.2米，称之为刚性墩。今之桥体用料以花岗石为主，间有青石和武康石。宝带桥桥北堍有花岗石碑亭，单檐歇山式，仿木结构。亭作方形，,,
今大公园,今大公园,park,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,纷出走、潜逃。在这种情况下，中共苏州独立支部的负责同志，连同国民党左派人士和苏州地方绅士，连夜在今大公园址上的图书馆召开紧急会议，共商大计。经过整整一夜的争辩和协商，最后决议，组织群众欢迎队伍，前往宝,,
今桥南端引桥,今桥南端引桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,石塔一座，塔高4米，五级八面，以整块青石雕琢而成，刻海浪云龙纹，每级各面雕琢出佛龛，内镌小佛像。今桥南端引桥有青石狮2只，桥北端有青石狮1只。宝带桥桥面平坦，以利纤夫行走，桥下53孔连缀，方便行船，又能宣,,
仕路,仕路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,路，驿楼听雨鬓丝丝。送赵栗夫归省吴江[明]婺楞秋入吴江一叶飞，归来游子著朝衣。乡人始识文章贵，仕路休嫌定省稀。宝带桥边舟泛泛，白云司里树依依。路经震泽人应问，太史周南胡不归？咏宝带桥[明]婺宠,,
他面前这个湖,他面前这个湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,他湖泊若是泛滥，必定伴随天气恶化，总是先有狂风，然后掀起巨浪，天空也会乌云翻卷，暴雨倾盆。但是，他面前这个湖浪滚涛啸之际，天空却是静朗的，湖边树木叶子不摇不动，可见一丝风也没有。这样组背自然规律的现象，令,,
仙桥,仙桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，吃好仔饭来吃水果。澹台湖畔有位老阿爹澹台湖畔有位老阿爹，年纪活到八十八。早上起来八点钟，走到八仙桥。吃碗八宝饭，算算钿钿用脱八十八。拔河一条麻绳六个人，两边拉着齐使劲。拼命拉啊拼命拉，比比哪方,,
仲冬二七月亭,仲冬二七月亭,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,双。十一月十四夜泛舟过宝带桥对月放歌［清］沈室渊采虹蜿蜒天不雨，风约纤云十万缕。金阊估船夜半开，仲冬二七月亭午。吴淞太湖一发穷，直接清虚广寒府。乱星迸散五十三，一条玉带光斑烂。初疑甄官井上现五色，又疑延津,,
休闲亭,休闲亭,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,设在此处，与威尼斯花园大门相邻。公园大约有百八十亩，面积不大，但设计合理，非常人性化。设有环路、休闲亭台、儿童游乐场、绿篱、花园、小树林等。花草树木种类繁多，已经长大成形。一个管理人员告诉我们：“澹,,
众议要造座桥,众议要造座桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,应该是不错的。再说故事。为什么桥名为“宝带”？相传在唐朝时，那一带水流湍急，老百姓摆渡经常出事，众议要造座桥，但资金不足，时任苏州刺史的王仲舒率先垂范，解下自己的腰带为造桥募集了第一笔资金。桥造好后，百姓,,
会去河浜,会去河浜,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,带土地被征用，原9.5余亩鱼池随即退出养殖。附：捕鱼历史上，境域村民有捕鱼的传统，每当黄梅汛期，会去河浜、湖泊用鱼叉和小型捕鱼丝网捕鱼。村民使用工具捕鱼的方法，大体有以下四种：一是在两根小竹竿上结上2,,
住徙倚江桥,住徙倚江桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,上去，横跨水中央。白鹭下秋色，苍龙浮夕阳。涛声当夜起，并入榜歌长。82宝带桥晚兴［元］善住徙倚江桥野兴新，半山落日雨清尘。如何南北舟中客，水宿风餐过却春。苏台竹枝词十首其八[元]宣兰英翡翠双飞不,,
促使水上河,促使水上河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,浜到处都是，影响船只通行。新中国成立后，境域加强水网建设，对于河道进行开掘、拓宽与其他河浜衔接，促使水上河流通畅。2017年12月，境域开掘河道12条，全长8650米。第五章城市化建设168,,
保持畅流和桥,保持畅流和桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,创造和特色，是我国现存最长的连拱古桥之一。由于湖面宽阔，采用连拱低平之法，以减轻自重，增加净空。保持畅流和桥身稳固。桥孔跨径一般在3.9米—4.1米之间，但从北向南数的第14、第16孔跨径为6.5米，第1,,
保证桥,保证桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,的沟槽里。桥址接近湖口，河底土壤较弱，采用桩基础将上部结构的重量传到较深处承载能力较强的地基上，保证桥墩的可靠性。今天在桥梁工程中经常使用各种材料制成的桩，技术当然比当年先进得多，但这些新技术还是由,,
倍扬州廿四桥,倍扬州廿四桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,秋。怪他宝带无情甚，不系郎腰系妾愁。87眼见夫差又六朝，旧时遗迹总萧条。谁知五十三桥月，一倍扬州廿四桥。宝带桥晚泊［清］吴锡麒长虹影里唤停篙，万顷琉璃蹙浪高。渔父浩歌天欲暮，太湖轰醉客犹豪。草根月入,,
