rank,curated_rank,gazetteer_name,gaode_map_item,place_type,mention_level,canonical_mention_count,raw_surface_count,top_themes,reason,has_coord,coordinate_quality,lon,lat,coord_source,coord_status,coord_crs,match_status,visual_priority,primary_year,time_type,year_list,year_count,rank_label,context_examples,first_context,notes
861,,村落前后的河,村落前后的河,waterway,低频,1,1,基层治理:3；农业工业:2；教育民生:1,该地名属于运河河道，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,861. 村落前后的河（1次）,各生产队和农户，一齐跟上，既发展生产，又找到提高集体和村民经济收入、改善人民生活水平的途径。（尖）经吊作物种植蔬菜种植主要种植在村落前后的河边、路旁的零星土地上。人民公社化，对每家农户按人头划给了自留地，即每人1.5分旱地。所产蔬菜主要是方便农户自吃，只有少量上市出售,生产，又找到提高集体和村民经济收入、改善人民生活水平的途径。（尖）经吊作物种植蔬菜种植主要种植在村落前后的河边、路旁的零星土地上。人民公社化，对每家农户按人头划给了自留地，即每人1.5分旱地。所产蔬菜主要,
862,,村（社区,村（社区,community,低频,1,2,基层治理:10,该地名属于社区，在志书中约出现1次，主要关联基层治理；主要时间锚点为1996年。,0,缺坐标,,,,missing,,review,medium,1996,开发区建设,1996,1,862. 村（社区（1次）,证书。对有传染或遗传病史的劝其进行医治，痊愈后再去领证，保证婚后正常生育。1996年，吴县计划生育委员会组织乡镇计生办工作人员、村（社区）委妇联主任进行优生优育知识培训，以文件形式规定村（社区）妇女组织应承担对新婚夫妇优生优育知识学习辅导。是年，宝尹、宝南2村妇委 || 保证婚后正常生育。1996年，吴县计划生育委员会组织乡镇计生办工作人员、村（社区）委妇联主任进行优生优育知识培训，以文件形式规定村（社区）妇女组织应承担对新婚夫妇优生优育知识学习辅导。是年，宝尹、宝南2村妇委会组织举办优生优育知识学习班6期，参加学习的新婚夫妇46,行医治，痊愈后再去领证，保证婚后正常生育。1996年，吴县计划生育委员会组织乡镇计生办工作人员、村（社区）委妇联主任进行优生优育知识培训，以文件形式规定村（社区）妇女组织应承担对新婚夫妇优生优育知识学,
863,,条从南港,条从南港,waterway,低频,1,1,基层治理:8；交通水系:8,该地名属于运河河道，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,863. 条从南港（1次）,（村）沉家浜村位于境域西北、与下田村隔河相望，南接下田村南港河，西为下塔村，北临蝴蝶浜。中华人民共和国成立前当地有两条断头浜，一条从南港往北，长200米，另一条在竹桥头南边往西，长100米。因村地势低洼，一旦大雨水涝，村民住宅必进水，于是，遂将二浜称为沉家浜。20,田村隔河相望，南接下田村南港河，西为下塔村，北临蝴蝶浜。中华人民共和国成立前当地有两条断头浜，一条从南港往北，长200米，另一条在竹桥头南边往西，长100米。因村地势低洼，一旦大雨水涝，村民住宅必进水,
864,,来到了澹台灭明讲学的村,来到了澹台灭明讲学的村,historic_settlement,低频,1,1,基层治理:2；交通水系:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,864. 来到了澹台灭明讲学的村（1次）,的方法别具一格，在当地影响甚大，为此有人说这是儒学在南方的一个有影响的学派。孔子心头一喜，决定前去一探究竟。孔子在乡民的引领下，来到了澹台灭明讲学的村口，正欲拔步进去，见一个年轻的后生手托一只土碗恭立一旁，感到奇怪，问道：“年轻人，你为什么站在这里，不进村去呢？”年轻人浓眉大眼,为此有人说这是儒学在南方的一个有影响的学派。孔子心头一喜，决定前去一探究竟。孔子在乡民的引领下，来到了澹台灭明讲学的村口，正欲拔步进去，见一个年轻的后生手托一只土碗恭立一旁，感到奇怪，问道：“年轻人，你为什么站在这,
865,,来到湖西长桥,来到湖西长桥,bridge,低频,1,1,交通水系:6；遗产文化:1；开发建设:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,865. 来到湖西长桥（1次）,桥头公园小坐片刻。在那五十多亩依街傍水的绿地上，鲜花、草坪赏心悦目，亭廊、喷泉相依相偎；游乐设施新奇，老人、孩子在此欢娱无比……来到湖西长桥，这里舟行桥下似梭，车奔桥面成流；放眼看，路路花簇簇，街街洁齐美，抬头见东吴雄塔刺空、幕墙闪烁……我徐步踱到湖南小区观赏，但见公,街傍水的绿地上，鲜花、草坪赏心悦目，亭廊、喷泉相依相偎；游乐设施新奇，老人、孩子在此欢娱无比……来到湖西长桥，这里舟行桥下似梭，车奔桥面成流；放眼看，路路花簇簇，街街洁齐美，抬头见东吴雄塔刺空、幕墙闪烁…,
866,,杭州回来路,杭州回来路,road,低频,1,1,交通水系:8,该地名属于道路，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,866. 杭州回来路（1次）,数宝带桥究竟有多少个桥孔。有趣的是，几乎没有一个人数得准确，有说五十二，有说五十四，老苏州甚至有称它“五十二三环桥”的呢！于是，杭州回来路过时再数，机会错过的还要打赌，礼拜天结伴骑了自行车到桥边去数。宝带桥的桥洞当然是五十三个，俗称“五十三孔桥”。这座桥有点历史，有,是，几乎没有一个人数得准确，有说五十二，有说五十四，老苏州甚至有称它“五十二三环桥”的呢！于是，杭州回来路过时再数，机会错过的还要打赌，礼拜天结伴骑了自行车到桥边去数。宝带桥的桥洞当然是五十三个，俗称“,
867,,松陵路,松陵路,road,低频,1,1,交通水系:2,该地名属于道路，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,867. 松陵路（1次）,月之举，抚今追昔，情见乎词。荡兰桡，湾环宛转长桥。剩西风，湖光万顷，参差吹出琼箫。疏烟抹、黛螺丫髻，冷云罥，莺脰舒翘。乙未亭边，松陵路畔，远山隐约画眉娇。长堤上，柳丝堪折，离思一条条。更休说，宾鸿尚未，去燕难招。忆当年，尊前宴月，多情酒盏诗瓢。庾楼客，珠玑锦织；,桡，湾环宛转长桥。剩西风，湖光万顷，参差吹出琼箫。疏烟抹、黛螺丫髻，冷云罥，莺脰舒翘。乙未亭边，松陵路畔，远山隐约画眉娇。长堤上，柳丝堪折，离思一条条。更休说，宾鸿尚未，去燕难招。忆当年，尊前宴月，,
868,,极高的桥,极高的桥,bridge,低频,1,1,交通水系:7；开发建设:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,868. 极高的桥（1次）,高的观赏价值。宝带桥是我国现存最长的石拱古桥之一，其桥孔之多，结构之精巧，在中外建桥史上罕见，具有较高的历史价值、科学价值，更有极高的桥梁工艺价值。四、宝带桥入选明信片、邮票图录1900年，宝带桥入选苏州北原东洋堂发行的《苏州风光》明信片图录（中英文片名印在图画上,长的石拱古桥之一，其桥孔之多，结构之精巧，在中外建桥史上罕见，具有较高的历史价值、科学价值，更有极高的桥梁工艺价值。四、宝带桥入选明信片、邮票图录1900年，宝带桥入选苏州北原东洋堂发行的《苏州风光》,
869,,构成刚性桥,构成刚性桥,bridge,低频,1,1,交通水系:9,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,869. 构成刚性桥（1次）,墩属于柔性墩，一孔受力波及全桥。为防止一孔坍毁而影响整桥的安全，我们的先辈们将桥北端起向南的第27号桥墩，改成由两个并立的桥墩，构成刚性桥墩。这些刚柔相济的桥墩，正好与现代物理学单向推力原理相吻合，使整座长桥坚如磐石。桥造好了，历代富有想象力的工匠们并不就此罢休，他,为防止一孔坍毁而影响整桥的安全，我们的先辈们将桥北端起向南的第27号桥墩，改成由两个并立的桥墩，构成刚性桥墩。这些刚柔相济的桥墩，正好与现代物理学单向推力原理相吻合，使整座长桥坚如磐石。桥造好了，历代富,
870,,林枝桥亭,林枝桥亭,heritage,低频,1,1,交通水系:2；基层治理:1,该地名属于heritage，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,870. 林枝桥亭（1次）,梦，弄珠神女能为云。天上白榆侵桂树，枝间干鹊随鸦群。秋近骚人无限意，乘流东下吊湘君。自姑苏取道吴兴将抵桐汭沿江舟中览眺漫作[明]林枝桥亭午发民门，暮泊宝带桥。回首望荒台，风雨何萧萧。忽见吴江塔，尖峭入云霄。江神鼓浪迅，伏怪谢阴骄。村火倏隐见，橹音乍忽超。推篷一盱衡,树，枝间干鹊随鸦群。秋近骚人无限意，乘流东下吊湘君。自姑苏取道吴兴将抵桐汭沿江舟中览眺漫作[明]林枝桥亭午发民门，暮泊宝带桥。回首望荒台，风雨何萧萧。忽见吴江塔，尖峭入云霄。江神鼓浪迅，伏怪谢阴骄。村,
871,,树脂化工厂等9家集体工厂,树脂化工厂等9家集体工厂,industry,低频,1,1,农业工业:12；基层治理:3,该地名属于产业设施，在志书中约出现1次，主要关联农业工业、基层治理；主要时间锚点为1992年。,0,缺坐标,,,,missing,,review,medium,1992,开发区建设,1978;1992,2,871. 树脂化工厂等9家集体工厂（1次）,992年，宝尹（金星）、宝南（新华）2个大队（村）先后办起了织布厂、铸件厂、砖瓦厂、汽车改装厂、酱品厂、吊装运输队、纸盒包装厂、树脂化工厂等9家集体工厂企业。1994年6月3日，境内宝南、宝尹2个村级经济公司经吴县计划委员会吴计秘〔1994〕312号文件批复同意上升为县属集体所有,华）2个大队（村）先后办起了织布厂、铸件厂、砖瓦厂、汽车改装厂、酱品厂、吊装运输队、纸盒包装厂、树脂化工厂等9家集体工厂企业。1994年6月3日，境内宝南、宝尹2个村级经济公司经吴县计划委员会吴计秘〔1994〕312,
872,,根据县公社,根据县公社,historic_admin,低频,1,1,基层治理:7；教育民生:1,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联基层治理、教育民生；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,872. 根据县公社（1次）,周小毛担任教员，后由倪海元接任，地点在钱家村钱家小学。20世纪70年代，境域金星、新华2个大队成立扫盲领导小组。80年代初，境域根据县公社扫盲工作意见，由各村团支部具体负责实施扫盲工作。其时，宝南村选聘陈云男、许火男为扫盲教师，在农闲时期由村组织25—35岁的妇女集,地点在钱家村钱家小学。20世纪70年代，境域金星、新华2个大队成立扫盲领导小组。80年代初，境域根据县公社扫盲工作意见，由各村团支部具体负责实施扫盲工作。其时，宝南村选聘陈云男、许火男为扫盲教师，在农闲,
873,,根据村,根据村,historic_settlement,低频,1,1,基层治理:3,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理；主要时间锚点为2002年。,0,缺坐标,,,,missing,,manual,medium,2002,开发区建设,1998;2002;2003,3,873. 根据村（1次）,每户250元）；宝南村按人口进行股金福利分红（1994年至1996年每人25元，1997年每人30元）。1998年至2002年，根据村级经济情况，宝尹、宝南两村均按人口进行股金福利分红，2003年开始，境域均按人口进行股金福利分红。2009年10月，宝尹、宝南两,股金福利分红（1994年至1996年每人25元，1997年每人30元）。1998年至2002年，根据村级经济情况，宝尹、宝南两村均按人口进行股金福利分红，2003年开始，境域均按人口进行股金福利分红,
